EUROSYS_ITEM,Item,Time,Value
L1,Banknotes in circulation,2015-04-03,1024754
L1,Banknotes in circulation,2015-04-10,1020997
L1,Banknotes in circulation,2015-04-17,1018130
L1,Banknotes in circulation,2015-04-24,1018357
L1,Banknotes in circulation,2015-05-01,1026554
L1,Banknotes in circulation,2015-05-08,1027319
L1,Banknotes in circulation,2015-05-15,1028925
L1,Banknotes in circulation,2015-05-22,1027646
L1,Banknotes in circulation,2015-05-29,1032017
L1,Banknotes in circulation,2015-06-05,1035043
L1,Banknotes in circulation,2015-06-12,1034145
L1,Banknotes in circulation,2015-06-19,1036078
L1,Banknotes in circulation,2015-06-26,1038969
L1,Banknotes in circulation,2015-07-03,1047403
L1,Banknotes in circulation,2015-07-10,1050583
L1,Banknotes in circulation,2015-07-17,1052461
L1,Banknotes in circulation,2015-07-24,1052396
L1,Banknotes in circulation,2016-04-15,1068817
L1,Banknotes in circulation,2016-04-22,1068586
L1,Banknotes in circulation,2016-04-29,1073590
L1,Banknotes in circulation,2016-05-06,1077665
L1,Banknotes in circulation,2016-05-13,1078013
L1,Banknotes in circulation,2016-05-20,1075549
L1,Banknotes in circulation,2016-05-27,1076357
L1,Banknotes in circulation,2016-06-03,1081297
L1,Banknotes in circulation,2016-06-10,1081755
L1,Banknotes in circulation,2016-06-17,1081683
L1,Banknotes in circulation,2016-06-24,1082176
L1,Banknotes in circulation,2017-04-07,1119229
L1,Banknotes in circulation,2017-04-14,1127501
L1,Banknotes in circulation,2017-04-21,1121618
L1,Banknotes in circulation,2017-04-28,1125255
L1,Banknotes in circulation,2018-01-19,1149462
L1,Banknotes in circulation,2018-01-26,1146361
L1,Banknotes in circulation,2018-02-02,1148862
L1,Banknotes in circulation,2018-02-09,1149541
L1,Banknotes in circulation,2018-02-16,1147865
L1,Banknotes in circulation,2018-02-23,1145985
L1,Banknotes in circulation,2018-03-02,1149723
L1,Banknotes in circulation,2018-03-09,1150210
L1,Banknotes in circulation,2018-03-16,1150064
L1,Banknotes in circulation,2018-03-23,1154218
L1,Banknotes in circulation,2018-03-30,1164155
L1,Banknotes in circulation,2018-04-06,1161840
L1,Banknotes in circulation,2018-04-13,1159926
L1,Banknotes in circulation,2018-04-20,1159415
L1,Banknotes in circulation,2018-04-27,1165206
L1,Banknotes in circulation,2018-05-04,1168942
L1,Banknotes in circulation,2018-05-11,1169352
L1,Banknotes in circulation,2018-05-18,1169456
L1,Banknotes in circulation,2018-05-25,1167434
L1,Banknotes in circulation,2019-02-15,1207860
L1,Banknotes in circulation,2019-02-22,1207157
L1,Banknotes in circulation,2019-03-01,1212217
L1,Banknotes in circulation,2019-03-08,1213593
L1,Banknotes in circulation,2019-03-15,1213299
L1,Banknotes in circulation,2019-03-22,1212445
L1,Banknotes in circulation,2019-03-29,1216083
L1,Banknotes in circulation,2019-04-05,1218306
L1,Banknotes in circulation,2019-04-12,1221215
L1,Banknotes in circulation,2019-04-19,1229377
L1,Banknotes in circulation,2019-04-26,1228527
L1,Banknotes in circulation,2019-05-03,1228973
L1,Banknotes in circulation,2019-05-10,1226646
L1,Banknotes in circulation,2019-05-17,1225368
L1,Banknotes in circulation,2019-05-24,1224933
L1,Banknotes in circulation,2019-05-31,1231167
L1,Banknotes in circulation,2019-06-07,1234079
L1,Banknotes in circulation,2019-06-14,1234417
L1,Banknotes in circulation,2020-03-06,1280445
L1,Banknotes in circulation,2020-03-13,1285963
L1,Banknotes in circulation,2020-03-20,1304774
L1,Banknotes in circulation,2020-03-27,1313101
L1,Banknotes in circulation,2020-04-03,1319486
L1,Banknotes in circulation,2020-04-10,1327134
L1,Banknotes in circulation,2020-04-17,1326935
L1,Banknotes in circulation,2020-04-24,1329668
L1,Banknotes in circulation,2020-05-01,1334092
L1,Banknotes in circulation,2020-05-08,1339240
L1,Banknotes in circulation,2020-05-15,1343993
L1,Banknotes in circulation,2020-05-22,1348198
L1,Banknotes in circulation,2020-05-29,1353308
L1,Banknotes in circulation,2020-06-05,1356832
L1,Banknotes in circulation,2020-06-12,1359173
L1,Banknotes in circulation,2020-06-19,1360666
L1,Banknotes in circulation,2020-06-26,1363162
L1,Banknotes in circulation,2020-07-03,1368174
L1,Banknotes in circulation,2021-04-02,1450081
L1,Banknotes in circulation,2021-04-09,1449477
L1,Banknotes in circulation,2021-04-16,1449826
L1,Banknotes in circulation,2021-04-23,1452081
L1,Banknotes in circulation,2021-04-30,1455129
L1,Banknotes in circulation,2021-05-07,1459374
L1,Banknotes in circulation,2021-05-14,1463110
L1,Banknotes in circulation,2021-05-21,1467343
L1,Banknotes in circulation,2021-05-28,1469431
L1,Banknotes in circulation,2021-06-04,1472950
L1,Banknotes in circulation,2021-06-11,1474822
L1,Banknotes in circulation,2021-06-18,1477386
L1,Banknotes in circulation,2021-06-25,1479646
L1,Banknotes in circulation,2021-07-02,1484495
L1,Banknotes in circulation,2021-07-09,1488711
L1,Banknotes in circulation,2021-07-16,1491738
L1,Banknotes in circulation,2021-07-23,1494020
L1,Banknotes in circulation,2021-07-30,1497866
L1,Banknotes in circulation,2022-04-22,1585613
L1,Banknotes in circulation,2022-04-29,1587481
L1,Banknotes in circulation,2022-05-06,1589226
L1,Banknotes in circulation,2022-05-13,1590521
L1,Banknotes in circulation,2022-05-20,1590934
L1,Banknotes in circulation,2022-05-27,1593997
L1,Banknotes in circulation,2022-06-03,1597549
L1,Banknotes in circulation,2022-06-10,1598655
L1,Banknotes in circulation,2022-06-17,1599627
L1,Banknotes in circulation,2022-06-24,1600212
L1,Banknotes in circulation,2022-07-01,1603570
L1,Banknotes in circulation,2022-07-08,1606447
L1,Banknotes in circulation,2022-07-15,1608685
L1,Banknotes in circulation,2022-07-22,1606761
L1,Banknotes in circulation,2022-07-29,1600872
L1,Banknotes in circulation,2022-08-05,1595838
L1,Banknotes in circulation,2022-08-12,1591869
L1,Banknotes in circulation,2022-08-19,1584045
L1,Banknotes in circulation,2023-05-12,1562184
L1,Banknotes in circulation,2023-05-19,1562238
L1,Banknotes in circulation,2023-05-26,1563596
L1,Banknotes in circulation,2023-06-02,1565487
L1,Banknotes in circulation,2023-06-09,1565466
L1,Banknotes in circulation,2023-06-16,1564445
L1,Banknotes in circulation,2023-06-23,1563841
L1,Banknotes in circulation,2023-06-30,1566085
L1,Banknotes in circulation,2023-07-07,1568177
L1,Banknotes in circulation,2023-07-14,1568768
L1,Banknotes in circulation,2023-07-21,1567688
L1,Banknotes in circulation,2023-07-28,1568993
L1,Banknotes in circulation,2023-08-04,1569401
L1,Banknotes in circulation,2023-08-11,1569631
L1,Banknotes in circulation,2023-08-18,1566951
L1,Banknotes in circulation,2023-08-25,1563075
L1,Banknotes in circulation,2023-09-01,1562300
L1,Banknotes in circulation,2023-09-08,1560527
L1,Banknotes in circulation,2023-09-15,1558748
L1,Banknotes in circulation,2025-02-21,1565595
L1,Banknotes in circulation,2025-02-28,1568486
L1,Banknotes in circulation,2025-03-07,1568440
L1,Banknotes in circulation,2025-03-14,1568020
L1,Banknotes in circulation,2025-03-21,1567404
L1,Banknotes in circulation,2025-03-28,1569065
L1,Banknotes in circulation,2025-04-04,1571098
L1,Banknotes in circulation,2025-04-11,1573817
L1,Banknotes in circulation,2025-04-18,1579868
L1,Banknotes in circulation,2025-04-25,1577019
L1,Banknotes in circulation,2025-05-02,1578776
L1,Banknotes in circulation,2025-05-09,1577437
L1,Banknotes in circulation,2025-05-16,1576930
L1,Banknotes in circulation,2025-05-23,1577063
L1,Banknotes in circulation,2025-05-30,1581531
L1,Banknotes in circulation,2025-06-06,1583476
L1,Banknotes in circulation,2025-06-13,1583294
L1,Banknotes in circulation,2025-06-20,1583476
L1,Banknotes in circulation,2017-12-22,1168223
L1,Banknotes in circulation,2017-12-29,1170716
L1,Banknotes in circulation,2018-01-05,1162582
L1,Banknotes in circulation,2018-01-12,1154860
L1,Banknotes in circulation,2018-10-05,1196414
L1,Banknotes in circulation,2018-10-12,1195679
L1,Banknotes in circulation,2018-10-19,1194013
L1,Banknotes in circulation,2018-10-26,1195402
L1,Banknotes in circulation,2018-11-02,1200661
L1,Banknotes in circulation,2018-11-09,1198572
L1,Banknotes in circulation,2018-11-16,1197304
L1,Banknotes in circulation,2018-11-23,1197245
L1,Banknotes in circulation,2018-11-30,1203277
L1,Banknotes in circulation,2018-12-07,1209569
L1,Banknotes in circulation,2018-12-14,1214016
L1,Banknotes in circulation,2018-12-21,1227920
L1,Banknotes in circulation,2018-12-28,1231545
L1,Banknotes in circulation,2019-01-04,1224732
L1,Banknotes in circulation,2019-01-11,1215763
L1,Banknotes in circulation,2019-01-18,1209867
L1,Banknotes in circulation,2019-01-25,1206368
L1,Banknotes in circulation,2019-02-01,1209217
L1,Banknotes in circulation,2019-02-08,1208292
L1,Banknotes in circulation,2019-11-01,1258624
L1,Banknotes in circulation,2019-11-08,1257341
L1,Banknotes in circulation,2019-11-15,1256721
L1,Banknotes in circulation,2019-11-22,1256261
L1,Banknotes in circulation,2019-11-29,1265105
L1,Banknotes in circulation,2019-12-06,1272583
L1,Banknotes in circulation,2019-12-13,1276866
L1,Banknotes in circulation,2019-12-20,1287395
L1,Banknotes in circulation,2019-12-27,1293926
L1,Banknotes in circulation,2020-01-03,1289135
L1,Banknotes in circulation,2020-01-10,1279991
L1,Banknotes in circulation,2020-01-17,1274281
L1,Banknotes in circulation,2020-01-24,1270210
L1,Banknotes in circulation,2020-01-31,1273868
L1,Banknotes in circulation,2020-02-07,1274523
L1,Banknotes in circulation,2020-02-14,1274761
L1,Banknotes in circulation,2020-02-21,1275105
L1,Banknotes in circulation,2020-02-28,1278657
L1,Banknotes in circulation,2020-11-20,1399676
L1,Banknotes in circulation,2020-11-27,1403164
L1,Banknotes in circulation,2020-12-04,1410925
L1,Banknotes in circulation,2020-12-11,1417174
L1,Banknotes in circulation,2020-12-18,1424657
L1,Banknotes in circulation,2020-12-25,1433564
L1,Banknotes in circulation,2021-01-01,1434512
L1,Banknotes in circulation,2021-01-08,1430147
L1,Banknotes in circulation,2021-01-15,1427445
L1,Banknotes in circulation,2021-01-22,1426803
L1,Banknotes in circulation,2021-01-29,1427559
L1,Banknotes in circulation,2021-02-05,1429506
L1,Banknotes in circulation,2021-02-12,1431580
L1,Banknotes in circulation,2021-02-19,1432802
L1,Banknotes in circulation,2021-02-26,1434914
L1,Banknotes in circulation,2021-03-05,1438304
L1,Banknotes in circulation,2021-03-12,1440666
L1,Banknotes in circulation,2021-03-19,1441529
L1,Banknotes in circulation,2021-03-26,1443874
L1,Banknotes in circulation,2021-12-17,1534256
L1,Banknotes in circulation,2021-12-24,1542982
L1,Banknotes in circulation,2021-12-31,1544386
L1,Banknotes in circulation,2022-01-07,1541599
L1,Banknotes in circulation,2022-01-14,1538817
L1,Banknotes in circulation,2022-01-21,1538503
L1,Banknotes in circulation,2022-01-28,1539133
L1,Banknotes in circulation,2022-02-04,1540412
L1,Banknotes in circulation,2022-02-11,1542289
L1,Banknotes in circulation,2022-02-18,1543524
L1,Banknotes in circulation,2022-02-25,1546465
L1,Banknotes in circulation,2022-03-04,1556177
L1,Banknotes in circulation,2022-03-11,1565188
L1,Banknotes in circulation,2022-03-18,1569123
L1,Banknotes in circulation,2022-03-25,1571280
L1,Banknotes in circulation,2022-04-01,1575119
L1,Banknotes in circulation,2022-04-08,1578502
L1,Banknotes in circulation,2022-04-15,1586505
L1,Banknotes in circulation,2023-01-06,1572508
L1,Banknotes in circulation,2023-01-13,1566196
L1,Banknotes in circulation,2023-01-20,1561515
L1,Banknotes in circulation,2023-01-27,1558996
L1,Banknotes in circulation,2023-02-03,1557591
L1,Banknotes in circulation,2023-02-10,1555732
L1,Banknotes in circulation,2023-02-17,1554242
L1,Banknotes in circulation,2023-02-24,1553763
L1,Banknotes in circulation,2023-03-03,1553980
L1,Banknotes in circulation,2023-03-10,1553351
L1,Banknotes in circulation,2023-03-17,1554469
L1,Banknotes in circulation,2023-03-24,1553313
L1,Banknotes in circulation,2023-03-31,1556596
L1,Banknotes in circulation,2023-04-07,1563679
L1,Banknotes in circulation,2023-04-14,1561083
L1,Banknotes in circulation,2023-04-21,1558786
L1,Banknotes in circulation,2023-04-28,1563551
L1,Banknotes in circulation,2023-05-05,1563599
L1,Banknotes in circulation,2024-01-26,1545514
L1,Banknotes in circulation,2024-02-02,1545213
L1,Banknotes in circulation,2024-02-09,1544331
L1,Banknotes in circulation,2024-02-16,1543280
L1,Banknotes in circulation,2024-02-23,1541670
L1,Banknotes in circulation,2024-03-01,1542660
L1,Banknotes in circulation,2024-03-08,1543359
L1,Banknotes in circulation,2024-03-15,1542917
L1,Banknotes in circulation,2024-03-22,1543800
L1,Banknotes in circulation,2024-03-29,1550260
L1,Banknotes in circulation,2024-04-05,1547831
L1,Banknotes in circulation,2024-04-12,1546371
L1,Banknotes in circulation,2024-04-19,1546249
L1,Banknotes in circulation,2024-04-26,1548580
L1,Banknotes in circulation,2024-05-03,1553152
L1,Banknotes in circulation,2024-05-10,1553333
L1,Banknotes in circulation,2024-05-17,1552879
L1,Banknotes in circulation,2024-05-24,1551155
L1,Banknotes in circulation,2024-05-31,1553357
L1,Banknotes in circulation,2024-10-11,1560471
L1,Banknotes in circulation,2024-10-18,1558828
L1,Banknotes in circulation,2024-10-25,1558811
L1,Banknotes in circulation,2024-11-01,1562535
L1,Banknotes in circulation,2024-11-08,1561319
L1,Banknotes in circulation,2024-11-15,1560313
L1,Banknotes in circulation,2024-11-22,1559691
L1,Banknotes in circulation,2024-11-29,1563830
L1,Banknotes in circulation,2024-12-06,1568291
L1,Banknotes in circulation,2024-12-13,1571356
L1,Banknotes in circulation,2024-12-20,1581725
L1,Banknotes in circulation,2024-12-27,1587762
L1,Banknotes in circulation,2025-01-03,1585418
L1,Banknotes in circulation,2025-01-10,1577173
L1,Banknotes in circulation,2025-01-17,1570520
L1,Banknotes in circulation,2025-01-24,1567018
L1,Banknotes in circulation,2025-01-31,1566957
L1,Banknotes in circulation,2025-02-07,1566837
L1,Banknotes in circulation,2025-02-14,1566309
L1,Banknotes in circulation,2016-07-01,1088543
L1,Banknotes in circulation,2016-07-08,1092067
L1,Banknotes in circulation,2016-07-15,1093804
L1,Banknotes in circulation,2016-07-22,1093474
L1,Banknotes in circulation,2016-07-29,1096974
L1,Banknotes in circulation,2016-08-05,1099228
L1,Banknotes in circulation,2016-08-12,1100410
L1,Banknotes in circulation,2017-05-05,1125058
L1,Banknotes in circulation,2017-05-12,1124664
L1,Banknotes in circulation,2017-05-19,1123162
L1,Banknotes in circulation,2017-05-26,1124129
L1,Banknotes in circulation,2017-06-02,1131306
L1,Banknotes in circulation,2017-06-09,1130473
L1,Banknotes in circulation,2017-06-16,1131735
L1,Banknotes in circulation,2017-06-23,1131313
L1,Banknotes in circulation,2017-06-30,1136879
L1,Banknotes in circulation,2017-07-07,1139958
L1,Banknotes in circulation,2017-07-14,1141178
L1,Banknotes in circulation,2017-07-21,1140390
L1,Banknotes in circulation,2017-07-28,1142340
L1,Banknotes in circulation,2017-08-04,1144744
L1,Banknotes in circulation,2017-08-11,1145941
L1,Banknotes in circulation,2017-08-18,1144054
L1,Banknotes in circulation,2017-08-25,1139900
L1,Banknotes in circulation,2017-09-01,1142129
L1,Banknotes in circulation,2017-09-08,1142704
L1,Banknotes in circulation,2018-06-01,1172132
L1,Banknotes in circulation,2018-06-08,1173764
L1,Banknotes in circulation,2018-06-15,1174329
L1,Banknotes in circulation,2018-06-22,1174961
L1,Banknotes in circulation,2018-06-29,1181531
L1,Banknotes in circulation,2018-07-06,1185539
L1,Banknotes in circulation,2018-07-13,1187323
L1,Banknotes in circulation,2018-07-20,1187017
L1,Banknotes in circulation,2018-07-27,1188569
L1,Banknotes in circulation,2018-08-03,1191951
L1,Banknotes in circulation,2018-08-10,1192858
L1,Banknotes in circulation,2018-08-17,1194392
L1,Banknotes in circulation,2018-08-24,1190332
L1,Banknotes in circulation,2018-08-31,1193014
L1,Banknotes in circulation,2018-09-07,1193699
L1,Banknotes in circulation,2018-09-14,1192696
L1,Banknotes in circulation,2018-09-21,1191812
L1,Banknotes in circulation,2018-09-28,1194833
L1,Banknotes in circulation,2019-06-21,1234935
L1,Banknotes in circulation,2019-06-28,1239323
L1,Banknotes in circulation,2019-07-05,1243070
L1,Banknotes in circulation,2019-07-12,1245088
L1,Banknotes in circulation,2019-07-19,1245214
L1,Banknotes in circulation,2019-07-26,1247138
L1,Banknotes in circulation,2019-08-02,1252411
L1,Banknotes in circulation,2019-08-09,1252623
L1,Banknotes in circulation,2019-08-16,1253935
L1,Banknotes in circulation,2019-08-23,1249155
L1,Banknotes in circulation,2019-08-30,1250754
L1,Banknotes in circulation,2019-09-06,1251640
L1,Banknotes in circulation,2019-09-13,1250740
L1,Banknotes in circulation,2019-09-20,1249397
L1,Banknotes in circulation,2019-09-27,1252207
L1,Banknotes in circulation,2019-10-04,1254871
L1,Banknotes in circulation,2019-10-11,1254669
L1,Banknotes in circulation,2019-10-18,1254246
L1,Banknotes in circulation,2019-10-25,1253273
L1,Banknotes in circulation,2020-07-10,1371988
L1,Banknotes in circulation,2020-07-17,1372748
L1,Banknotes in circulation,2020-07-24,1374647
L1,Banknotes in circulation,2020-07-31,1377817
L1,Banknotes in circulation,2020-08-07,1381638
L1,Banknotes in circulation,2020-08-14,1382872
L1,Banknotes in circulation,2020-08-21,1382333
L1,Banknotes in circulation,2020-08-28,1383065
L1,Banknotes in circulation,2020-09-04,1384460
L1,Banknotes in circulation,2020-09-11,1385665
L1,Banknotes in circulation,2020-09-18,1385650
L1,Banknotes in circulation,2020-09-25,1386068
L1,Banknotes in circulation,2020-10-02,1387949
L1,Banknotes in circulation,2020-10-09,1390218
L1,Banknotes in circulation,2020-10-16,1390301
L1,Banknotes in circulation,2020-10-23,1391595
L1,Banknotes in circulation,2020-10-30,1393980
L1,Banknotes in circulation,2020-11-06,1396709
L1,Banknotes in circulation,2020-11-13,1397730
L1,Banknotes in circulation,2021-08-06,1499635
L1,Banknotes in circulation,2021-08-13,1500739
L1,Banknotes in circulation,2021-08-20,1499866
L1,Banknotes in circulation,2021-08-27,1500069
L1,Banknotes in circulation,2021-09-03,1500839
L1,Banknotes in circulation,2021-09-10,1501984
L1,Banknotes in circulation,2021-09-17,1503960
L1,Banknotes in circulation,2021-09-24,1504258
L1,Banknotes in circulation,2021-10-01,1505491
L1,Banknotes in circulation,2021-10-08,1507798
L1,Banknotes in circulation,2021-10-15,1508951
L1,Banknotes in circulation,2021-10-22,1509888
L1,Banknotes in circulation,2021-10-29,1513257
L1,Banknotes in circulation,2021-11-05,1514613
L1,Banknotes in circulation,2021-11-12,1515457
L1,Banknotes in circulation,2021-11-19,1516313
L1,Banknotes in circulation,2021-11-26,1518282
L1,Banknotes in circulation,2021-12-03,1523290
L1,Banknotes in circulation,2021-12-10,1528216
L1,Banknotes in circulation,2022-08-26,1578020
L1,Banknotes in circulation,2022-09-02,1575486
L1,Banknotes in circulation,2022-09-09,1573579
L1,Banknotes in circulation,2022-09-16,1569345
L1,Banknotes in circulation,2022-09-23,1564916
L1,Banknotes in circulation,2022-09-30,1566012
L1,Banknotes in circulation,2022-10-07,1562439
L1,Banknotes in circulation,2022-10-14,1561890
L1,Banknotes in circulation,2022-10-21,1559813
L1,Banknotes in circulation,2022-10-28,1562907
L1,Banknotes in circulation,2022-11-04,1562482
L1,Banknotes in circulation,2022-11-11,1560133
L1,Banknotes in circulation,2022-11-18,1558152
L1,Banknotes in circulation,2022-11-25,1557705
L1,Banknotes in circulation,2022-12-02,1560103
L1,Banknotes in circulation,2022-12-09,1563372
L1,Banknotes in circulation,2022-12-16,1564865
L1,Banknotes in circulation,2022-12-23,1571607
L1,Banknotes in circulation,2022-12-30,1572033
L1,Banknotes in circulation,2023-09-22,1556217
L1,Banknotes in circulation,2023-09-29,1557552
L1,Banknotes in circulation,2023-10-06,1556949
L1,Banknotes in circulation,2023-10-13,1554649
L1,Banknotes in circulation,2023-10-20,1551727
L1,Banknotes in circulation,2023-10-27,1552433
L1,Banknotes in circulation,2023-11-03,1553182
L1,Banknotes in circulation,2023-11-10,1550034
L1,Banknotes in circulation,2023-11-17,1547864
L1,Banknotes in circulation,2023-11-24,1547212
L1,Banknotes in circulation,2023-12-01,1549750
L1,Banknotes in circulation,2023-12-08,1554282
L1,Banknotes in circulation,2023-12-15,1556572
L1,Banknotes in circulation,2023-12-22,1565062
L1,Banknotes in circulation,2023-12-29,1567711
L1,Banknotes in circulation,2024-01-05,1561577
L1,Banknotes in circulation,2024-01-12,1553624
L1,Banknotes in circulation,2024-01-19,1548769
L1,Banknotes in circulation,2024-06-07,1553797
L1,Banknotes in circulation,2024-06-14,1554171
L1,Banknotes in circulation,2024-06-21,1555671
L1,Banknotes in circulation,2024-06-28,1559914
L1,Banknotes in circulation,2024-07-05,1562170
L1,Banknotes in circulation,2024-07-12,1563023
L1,Banknotes in circulation,2024-07-19,1563399
L1,Banknotes in circulation,2024-07-26,1564070
L1,Banknotes in circulation,2024-08-02,1566118
L1,Banknotes in circulation,2024-08-09,1567055
L1,Banknotes in circulation,2024-08-16,1567208
L1,Banknotes in circulation,2024-08-23,1563316
L1,Banknotes in circulation,2024-08-30,1563146
L1,Banknotes in circulation,2024-09-06,1562640
L1,Banknotes in circulation,2024-09-13,1561458
L1,Banknotes in circulation,2024-09-20,1559525
L1,Banknotes in circulation,2024-09-27,1560917
L1,Banknotes in circulation,2024-10-04,1561947
L1,Banknotes in circulation,2025-06-27,1585688
L1,Banknotes in circulation,2025-07-04,1587906
L1,Banknotes in circulation,2025-07-11,1589376
L1,Banknotes in circulation,2025-07-18,1590882
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-08-27,204486
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-09-03,197094
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-09-10,193266
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-09-17,188097
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-09-24,198087
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-10-01,192223
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-10-08,190493
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-10-15,185369
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-10-22,171205
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-10-29,204718
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-11-05,195288
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-11-12,195503
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-11-19,198139
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-11-26,208295
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-12-03,211647
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-12-10,229319
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-12-17,214160
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-12-24,224465
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-12-31,248817
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-09-15,221257
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-09-22,219509
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-09-29,230170
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-10-06,225227
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-10-13,220123
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-10-20,214320
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-10-27,228054
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-11-03,225063
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-11-10,230053
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-11-17,230204
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-11-24,243056
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-12-01,245116
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-12-08,265166
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-12-15,264354
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-04-16,179741
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-04-23,167766
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-04-30,173569
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-05-07,165461
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-05-14,165355
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-05-21,166949
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-05-28,184417
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-06-04,184290
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-06-11,174444
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-06-18,170231
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-06-25,170211
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-07-02,188160
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-07-09,197511
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-07-16,193307
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-07-23,193675
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-07-30,213523
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-08-06,194306
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-08-13,189210
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-08-20,186328
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-05-12,195734
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-05-19,197697
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-05-26,204309
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-06-02,200656
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-06-09,196852
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-06-16,202817
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-06-23,205028
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-06-30,233102
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-07-07,217356
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-07-14,216985
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-07-21,212076
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-07-28,225936
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-08-04,217998
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,2000-08-11,210978
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-01-01,182700
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-01-08,172803
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-01-15,170609
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-01-22,154107
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-01-29,181792
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-02-05,176680
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-02-12,172184
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-02-19,172510
A5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,1999-02-26,185464
